day,average_pos_diff
2021-01-11,0.01544493177387914
2021-01-12,-0.004131818181818174
2021-01-13,0.01765502371711946
2021-01-14,0.05027838479809969
2021-01-15,0.029529322162985473
2021-01-16,0.028594632768361588
2021-01-17,0.03109462759462756
2021-01-18,0.012598823529411768
2021-01-19,0.024041772151898736
2021-01-20,0.03281010199125786
2021-01-21,0.011808641975308638
2021-01-22,0.01472138314785373
2021-01-23,0.016344306529951416
2021-01-24,0.020284263959390883
2021-01-25,0.017847389558232892
2021-01-26,0.022533539276257706
2021-01-27,0.04171026842778019
2021-01-28,0.039143788010425624
2021-01-29,0.03375106282475204
2021-01-30,0.028744034707158323
2021-01-31,0.005709050527484745
2021-02-01,0.029341008771929848
2021-02-02,0.033892045454545425
2021-02-03,0.03852544188537765
2021-02-04,0.030807339449541248
2021-02-05,0.053983761131482365
2021-02-06,0.032454899415963634
2021-02-07,0.05217810331534313
2021-02-08,0.03870759493670879
2021-02-09,0.04314425587467362
2021-02-10,0.036824232081911226
2021-02-11,0.030004707112970715
2021-02-12,0.01560239000543184
2021-02-13,0.021053649956024625
2021-02-14,0.025269158878504654
2021-02-15,0.03113168395849961
2021-02-16,0.02723891810668668
2021-02-17,0.039471177944862115
2021-02-18,0.02285122410546139
2021-02-19,0.03956848404255316
2021-02-20,0.020933161953727495
2021-02-21,0.01897041906327033
2021-02-22,-0.0013476070528967267
2021-02-23,0.006798160173160177
2021-02-24,0.030049605411499414
2021-02-25,0.05590697674418602
