day,average_pos_diff
2021-01-12,0.0022688311688311797
2021-01-13,0.017965933592065567
2021-01-14,0.04277054631828977
2021-01-15,0.02258834729626809
2021-01-16,0.021305084745762707
2021-01-17,0.02621794871794873
2021-01-18,0.015506470588235292
2021-01-19,0.033658227848101255
2021-01-20,0.04269596891695
2021-01-21,0.017514403292181055
2021-01-22,0.012593799682034983
2021-01-23,0.022954668105774387
2021-01-24,0.020366497461928923
2021-01-25,0.010620705042391794
2021-01-26,0.031144748455428067
2021-01-27,0.036396676608436325
2021-01-28,0.034598609904430956
2021-01-29,0.03113462446858758
2021-01-30,0.02562147505422992
2021-01-31,0.008596890616324262
2021-02-01,0.02846107456140349
2021-02-02,0.0342198863636363
2021-02-03,0.03169094804499196
2021-02-04,0.023962763086886114
2021-02-05,0.046607124148768934
2021-02-06,0.030379623621025285
2021-02-07,0.03700848111025446
2021-02-08,0.0268537974683544
2021-02-09,0.03954177545691904
2021-02-10,0.03778668941979524
2021-02-11,0.030771966527196656
2021-02-12,0.026609994568169464
2021-02-13,0.019614775725593635
2021-02-14,0.020797196261682242
2021-02-15,0.023494014365522734
2021-02-16,0.028126972201352386
2021-02-17,0.031387844611528846
2021-02-18,0.021187696170747006
2021-02-19,0.0321908244680851
2021-02-20,0.018585261353898874
2021-02-21,0.02284387838948235
2021-02-22,0.012556045340050394
2021-02-23,0.020961580086580094
2021-02-24,0.03580326944757613
2021-02-25,0.06018604651162792
