day,average_pos_diff
2021-01-13,0.019382492453643825
2021-01-14,0.051957719714964386
2021-01-15,0.028712109672505662
2021-01-16,0.02336158192090391
2021-01-17,0.03213125763125763
2021-01-18,0.016264117647058846
2021-01-19,0.03966582278481014
2021-01-20,0.050582321515298664
2021-01-21,0.020165843621399226
2021-01-22,0.0115560413354531
2021-01-23,0.026756071235833803
2021-01-24,0.017153807106599
2021-01-25,0.010784024988844277
2021-01-26,0.03293733451015002
2021-01-27,0.04078184916915212
2021-01-28,0.03696524761077327
2021-01-29,0.03294473311289565
2021-01-30,0.029302603036876363
2021-01-31,0.006507495835646858
2021-02-01,0.0352050438596491
2021-02-02,0.03677329545454544
2021-02-03,0.03855061596143542
2021-02-04,0.02472315164597952
2021-02-05,0.051350445259298085
2021-02-06,0.03588513951979233
2021-02-07,0.03907324595219733
2021-02-08,0.031110126582278446
2021-02-09,0.04515208877284599
2021-02-10,0.0394499431171786
2021-02-11,0.034761506276150655
2021-02-12,0.027549158066268304
2021-02-13,0.023206684256816153
2021-02-14,0.02332803738317754
2021-02-15,0.026715881883479627
2021-02-16,0.03226746806912097
2021-02-17,0.03594486215538849
2021-02-18,0.02414877589453861
2021-02-19,0.03457845744680845
2021-02-20,0.019061696658097694
2021-02-21,0.02587263763352507
2021-02-22,0.01574244332493706
2021-02-23,0.02137337662337661
2021-02-24,0.039087936865839876
2021-02-25,0.06614418604651165
