day,polar,subj
2020-11-14,0.03384925506460665,0.26071868262433356
2020-11-15,0.03622062581803687,0.25225912557252017
2020-11-16,0.04466495364562957,0.25537542590801854
2020-11-17,0.040302292937988704,0.23750054039999907
2020-11-18,0.04831350824842259,0.2628759446496232
2020-11-19,0.03009295821938754,0.23939640331145015
2020-11-20,0.04644498718809542,0.2428406020629284
2020-11-21,0.0356028460948772,0.24607836826849863
2020-11-22,0.03281158104338691,0.2525501481132627
2020-11-23,0.0381710191041274,0.24712558527055276
2020-11-24,0.03539869625868021,0.2594345431789847
2020-11-25,0.03154477456046515,0.2544285941843715
2020-11-26,0.03544758318030865,0.2501315902143642
2020-11-27,0.03347871156464908,0.23414044536114847
2020-11-28,0.024257328837552723,0.24290382605728922
2020-11-29,0.03912284551080702,0.23830477013312848
2020-11-30,0.024922448774346722,0.24625366045947927
2020-12-01,0.04216338168288746,0.24856605898480058
2020-12-02,0.03969493184345738,0.24575013611660118
2020-12-03,0.03864090574898214,0.2415671319646304
2020-12-04,0.028796866880765222,0.2402400333116116
2020-12-05,0.033598275768950824,0.2457150771980651
2020-12-06,0.034899100832745014,0.25069500877463635
2020-12-07,0.030801508253768622,0.24717149814438646
2020-12-08,0.028111834628120856,0.23743017144794684
2020-12-09,0.034373870492972865,0.2407183810680652
2020-12-10,0.033287494350717296,0.24172287361568184
2020-12-11,0.036961562140012914,0.24420937250640815
2020-12-12,0.045761614205148904,0.23342007345309204
2020-12-13,0.05362330649484005,0.24434616143960564
2020-12-14,0.06010580494824177,0.24273896668008565
2020-12-15,0.061255876133053416,0.2313117091639247
2020-12-16,0.0528146556734518,0.2453414573264122
2020-12-17,0.04121664989858052,0.23599929453889926
2020-12-18,0.04196374762222959,0.24048657033032056
2020-12-19,0.037167575784282716,0.23651630105662783
2020-12-20,0.02805136640134338,0.23738591345225948
2020-12-21,0.030619568607369627,0.23866218165719635
2020-12-22,0.02858314815055194,0.24286463136600642
2020-12-23,0.032078747675762555,0.24171909354041493
2020-12-24,0.03569957993246108,0.24287680882695972
2020-12-25,0.027068071920108808,0.223785841190722
2020-12-26,0.02703440900897014,0.2509088455853738
2020-12-27,0.018417610886724986,0.25779363556960033
2020-12-28,0.028834891279744167,0.24149689673849384
2020-12-29,0.032721274048025085,0.23960930089395108
2020-12-30,0.01881937145680922,0.24576307231095873
2020-12-31,0.03064274236379661,0.2578596692822461
2021-01-01,0.04012461790790755,0.26488403117683973
2021-01-02,0.025097491776183048,0.2553856487886128
2021-01-03,0.029426229517138566,0.23737119443937585
2021-01-04,0.042109565936733706,0.2472620624305353
2021-01-05,0.04175806244748454,0.25162059771302775
2021-01-06,0.046764920453958914,0.23035470462258653
2021-01-07,0.04265536218318536,0.23267512841156066
2021-01-08,0.040096867096981126,0.232286063127532
2021-01-09,0.03588864437510326,0.2346796924359535
2021-01-10,0.0345136474466345,0.23492982406129534
2021-01-11,0.0390894121513639,0.22123426955237344
2021-01-12,0.03247809160085948,0.243168517269167
2021-01-13,0.03547547539543005,0.2433864066175949
2021-01-14,0.05721334771720758,0.2365999180945737
2021-01-15,0.043093414652820544,0.2326894673476932
2021-01-16,0.054791873311176596,0.24996517307281207
2021-01-17,0.061257188395085205,0.2556500812899622
2021-01-18,0.0395183112638995,0.2331848013098013
2021-01-19,0.05419891047185348,0.2397222045710971
2021-01-20,0.05426026805610336,0.2330578023441672
2021-01-21,0.039122973933930674,0.2301987723163133
2021-01-22,0.04734229024670198,0.24160302356993577
2021-01-23,0.04319465358051432,0.2403579069688085
2021-01-24,0.05406917694544594,0.2481683547229234
2021-01-25,0.04206715993362576,0.2453392626222837
2021-01-26,0.057791433614194004,0.24124787554923222
2021-01-27,0.04847691028613481,0.2489046915562146
2021-01-28,0.06048984515942577,0.24958367941507592
2021-01-29,0.05609886016859335,0.2512061206891744
2021-01-30,0.0478554750714458,0.2405176762660495
2021-01-31,0.027597922390398794,0.23796722829065972
2021-02-01,0.030239012936381343,0.2287866299605611
2021-02-02,0.03480039265763693,0.24698610314874483
2021-02-03,0.0304244755175392,0.2416285075296856
2021-02-04,0.04312330770506701,0.23142624564777806
2021-02-05,0.059182119972455156,0.23503659912250788
2021-02-06,0.05361477222395453,0.26262017232052925
2021-02-07,0.05979708719348263,0.25144444459064796
2021-02-08,0.043321070777558125,0.24641707554049316
2021-02-09,0.05146212921833018,0.2264094982808267
2021-02-10,0.04804772497285298,0.24761136996667438
2021-02-11,0.045093839873128524,0.22933850140348583
2021-02-12,0.033761189471401346,0.23298361115919533
2021-02-13,0.051753197391389956,0.2371437228973507
2021-02-14,0.05929036526816899,0.26236691458420447
2021-02-15,0.04517099342308842,0.22793527322268342
2021-02-16,0.03441453821243456,0.2166115878653445
2021-02-17,0.04800273704644001,0.23183517476907214
2021-02-18,0.04643918710616765,0.23585621415737545
2021-02-19,0.04967318511866391,0.23096128657714424
2021-02-20,0.038197727880675596,0.23775083005160147
2021-02-21,0.05263242383928499,0.25235759891984233
2021-02-22,0.03280055438194602,0.24745515222136777
2021-02-23,0.04655670132537014,0.2486361754577394
2021-02-24,0.0565516978245981,0.23907024271137872
2021-02-25,0.07134086294842107,0.23509947061981942
