index,name,full_name,place_type,count
3b77caf94bfc81fe,Los Angeles,"Los Angeles, CA",city,20207
01a9a39529b27f36,Manhattan,"Manhattan, NY",city,18986
4ec01c9dbc693497,Florida,"Florida, USA",admin,12544
01fbe706f872cb32,Washington,"Washington, DC",city,11798
1d9a5370a355ab0c,Chicago,"Chicago, IL",city,11462
1c69a67ad480e1b1,Houston,"Houston, TX",city,9499
011add077f4d2da3,Brooklyn,"Brooklyn, NY",city,9389
dd9c503d6c35364b,Pennsylvania,"Pennsylvania, USA",admin,8675
7142eb97ae21e839,Georgia,"Georgia, USA",admin,8412
e4a0d228eb6be76b,Philadelphia,"Philadelphia, PA",city,6918
e0060cda70f5f341,Texas,"Texas, USA",admin,6783
5a110d312052166f,San Francisco,"San Francisco, CA",city,6718
300bcc6e23a88361,Seattle,"Seattle, WA",city,6347
00c39537733fa112,Queens,"Queens, NY",city,6282
5c62ffb0f0f3479d,Phoenix,"Phoenix, AZ",city,5934
c3f37afa9efcf94b,Austin,"Austin, TX",city,5541
94965b2c45386f87,New York,"New York, USA",admin,5186
fbd6d2f5a4e4a15e,California,"California, USA",admin,5178
a592bd6ceb1319f7,San Diego,"San Diego, CA",city,5164
3b98b02fba3f9753,North Carolina,"North Carolina, USA",admin,4975
18810aa5b43e76c7,Dallas,"Dallas, TX",city,4562
8173485c72e78ca5,Atlanta,"Atlanta, GA",city,4551
5635c19c2b5078d1,Virginia,"Virginia, USA",admin,4503
3df4f427b5a60fea,San Antonio,"San Antonio, TX",city,4286
67b98f17fdcf20be,Boston,"Boston, MA",city,4002
512a8a4a4c4b4be0,Charlotte,"Charlotte, NC",city,3810
3df0e3eb1e91170b,Columbus,"Columbus, OH",city,3776
6057f1e35bcc6c20,South Carolina,"South Carolina, USA",admin,3647
00ab941b685334e3,Nashville,"Nashville, TN",city,3570
a1839e9c3b5abff6,Sunrise Manor,"Sunrise Manor, NV",city,3431
b49b3053b5c25bf5,Denver,"Denver, CO",city,3352
ac88a4f17a51c7fc,Portland,"Portland, OR",city,3217
6ffcf3b0b904bbcb,Kentucky,"Kentucky, USA",admin,3067
c0b8e8dc81930292,Baltimore,"Baltimore, MD",city,3035
7dc5c6d3bfb10ccc,Wisconsin,"Wisconsin, USA",admin,2972
8e9665cec9370f0f,Minneapolis,"Minneapolis, MN",city,2917
018929347840059e,Indianapolis,"Indianapolis, IN",city,2904
2526edd24c06e60c,Missouri,"Missouri, USA",admin,2877
319ee7b36c9149da,Arlington,"Arlington, VA",city,2768
dd3b100831dd1763,New Orleans,"New Orleans, LA",city,2694
002e24c6736f069d,Bronx,"Bronx, NY",city,2584
de599025180e2ee7,Ohio,"Ohio, USA",admin,2540
5c2b5e46ab891f07,Las Vegas,"Las Vegas, NV",city,2510
67d92742f1ebf307,Michigan,"Michigan, USA",admin,2503
04cb31bae3b3af93,Miami,"Miami, FL",city,2473
dc62519fda13b4ec,Tampa,"Tampa, FL",city,2351
9807c5c5f7a2c6ce,Minnesota,"Minnesota, USA",admin,2298
7f7d58e5229c6b6c,Tennessee,"Tennessee, USA",admin,2297
e21c8e4914eef2b3,Colorado,"Colorado, USA",admin,2292
946ccd22e1c9cda1,Pittsburgh,"Pittsburgh, PA",city,2260
b71fac2ee9792cbe,Sacramento,"Sacramento, CA",city,2163
d374fb61a20fb74f,Nevada,"Nevada, USA",admin,2098
a612c69b44b2e5da,Arizona,"Arizona, USA",admin,2058
161d2f18e3a0445a,Raleigh,"Raleigh, NC",city,2006
813a485b26b8dae2,Albuquerque,"Albuquerque, NM",city,2002
55b4f9e5c516e0b6,Orlando,"Orlando, FL",city,1953
013379ee5729a5e6,Tucson,"Tucson, AZ",city,1952
1010ecfa7d3a40f8,Indiana,"Indiana, USA",admin,1947
7d62cffe6f98f349,San Jose,"San Jose, CA",city,1868
9531d4e3bbafc09d,Oklahoma City,"Oklahoma City, OK",city,1858
e8ad2641c1cb666c,Arkansas,"Arkansas, USA",admin,1829
96683cc9126741d1,United States,United States,country,1819
9a974dfc8efb32a0,Kansas City,"Kansas City, MO",city,1812
f54a2170ff4b15f7,Illinois,"Illinois, USA",admin,1787
ab2f2fac83aa388d,Oakland,"Oakland, CA",city,1781
27c45d804c777999,Kansas,"Kansas, USA",admin,1714
f995a9bd45d4a867,Memphis,"Memphis, TN",city,1712
42e46bc3663a4b5f,Fort Worth,"Fort Worth, TX",city,1677
288de3df481163e8,Alabama,"Alabama, USA",admin,1647
c47c0bc571bf5427,Honolulu,"Honolulu, HI",city,1574
bc3a38d3d5999b4b,Washington,"Washington, USA",admin,1560
43d2418301bf1a49,Mississippi,"Mississippi, USA",admin,1557
0570f015c264cbd9,St Louis,"St Louis, MO",city,1552
0eb9676d24b211f1,Cleveland,"Cleveland, OH",city,1532
bd7c511e9f8bc5da,Salt Lake City,"Salt Lake City, UT",city,1527
6a0a3474d8c5113c,El Paso,"El Paso, TX",city,1520
bd3d2074a33fbd06,Oklahoma,"Oklahoma, USA",admin,1518
dea1eac2d7ef8878,Maryland,"Maryland, USA",admin,1513
463f5d9615d7d1be,Maine,"Maine, USA",admin,1508
e86b380cfefcced5,Connecticut,"Connecticut, USA",admin,1495
3f5897b87d2bf56c,Delaware,"Delaware, USA",admin,1488
01c060cf466c6ce3,Long Beach,"Long Beach, CA",city,1478
cd450c94084cbf9b,Massachusetts,"Massachusetts, USA",admin,1419
a84b808ce3f11719,Omaha,"Omaha, NE",city,1415
7b117cdec2df9ae0,Olney,"Olney, MD",city,1369
b463d3bd6064861b,Detroit,"Detroit, MI",city,1354
2a93711775303f90,Milwaukee,"Milwaukee, WI",city,1350
6c686af766d8429c,Fort Lauderdale,"Fort Lauderdale, FL",city,1343
6565298bcadb82a1,Knoxville,"Knoxville, TN",city,1294
095534ad3107e0e6,Louisville,"Louisville, KY",city,1290
00c55f041e27dc51,Staten Island,"Staten Island, NY",city,1288
df7fd3a3b9eff7ee,Oregon,"Oregon, USA",admin,1287
0e2242eb8691df96,Henderson,"Henderson, NV",city,1281
5d231ed8656fcf5a,St Petersburg,"St Petersburg, FL",city,1251
60e2c37980197297,St Paul,"St Paul, MN",city,1246
bced47a0c99c71d0,Durham,"Durham, NC",city,1232
cb74aaf709812e0f,Tulsa,"Tulsa, OK",city,1219
e444ecd51bd16ff3,Cincinnati,"Cincinnati, OH",city,1190
45a45eb8e30e7b14,Little Rock,"Little Rock, AR",city,1188
8fa6d7a33b83ef26,Paradise,"Paradise, NV",city,1178
44d207663001f00b,Mesa,"Mesa, AZ",city,1142
dc3747428fa88cab,Spokane,"Spokane, WA",city,1094
00f751614d8ce37b,Richmond,"Richmond, VA",city,1093
65b4760a2b411e11,New Jersey,"New Jersey, USA",admin,1092
1661ada9b2b18024,Wichita,"Wichita, KS",city,1089
b7291ca30f39ebf6,Amityville,"Amityville, NY",city,1080
84229b03659050aa,Virginia Beach,"Virginia Beach, VA",city,1061
226b21641df42460,New Hampshire,"New Hampshire, USA",admin,1046
0a0de7bd49ef942d,Scottsdale,"Scottsdale, AZ",city,1040
944c03c1d85ef480,Fresno,"Fresno, CA",city,1031
3cd4c18d3615bbc9,Iowa,"Iowa, USA",admin,1001
3af2a75dbeb10500,Lincoln,"Lincoln, NE",city,973
0121b92345f0e2b4,Miami Beach,"Miami Beach, FL",city,965
d6819fe60643ebc1,Alexandria,"Alexandria, VA",city,963
165269430f88d842,Mount Juliet,"Mount Juliet, TN",city,934
ecbe2aea853af44e,Tallahassee,"Tallahassee, FL",city,924
737fcb9daae404ac,Boise,"Boise, ID",city,917
960993b9cfdffda9,Bakersfield,"Bakersfield, CA",city,915
92b2158a6d509767,Ann Arbor,"Ann Arbor, MI",city,896
01e74c422dab6107,Cinco Ranch,"Cinco Ranch, TX",city,883
30344aecffe6a491,Fremont,"Fremont, CA",city,863
59612bd882018c51,Santa Monica,"Santa Monica, CA",city,863
92ece453327a4d54,Five Points,"Five Points, OH",city,852
7cb7440bcf83d464,Tempe,"Tempe, AZ",city,844
3f3f6803f117606d,Lubbock,"Lubbock, TX",city,820
4b25aded08900fd8,Reno,"Reno, NV",city,816
b046074b1030a44d,Jersey City,"Jersey City, NJ",city,811
2d83c71ce16cd187,West Virginia,"West Virginia, USA",admin,794
c7ef5f3368b68777,Baton Rouge,"Baton Rouge, LA",city,793
5ef5b7f391e30aff,Berkeley,"Berkeley, CA",city,788
1c67f9d9cbae7f69,Des Moines,"Des Moines, IA",city,784
3d533362cdab8107,Irvine,"Irvine, CA",city,781
6417871953fa5e86,Silver Spring,"Silver Spring, MD",city,773
6e276f099bcab5b5,Youngstown,"Youngstown, OH",city,770
27485069891a7938,New York,"New York, NY",admin,753
a307591cd0413588,Buffalo,"Buffalo, NY",city,748
52445186970bafb3,Chandler,"Chandler, AZ",city,747
b0b79caecef59fb5,Burbank,"Burbank, CA",city,746
3b3916ee31cfc9e6,Chattanooga,"Chattanooga, TN",city,740
1927193c57f35d51,West Hollywood,"West Hollywood, CA",city,726
6e315e1f96e0450a,Arlington,"Arlington, TX",city,722
adc95f2911133646,Colorado Springs,"Colorado Springs, CO",city,706
3605db70c687a01d,Sioux Falls,"Sioux Falls, SD",city,701
b004be67b9fd6d8f,Norfolk,"Norfolk, VA",city,689
700eeb799fa55a4b,Clearwater,"Clearwater, FL",city,680
5faafada28b440c3,Fountain Hills,"Fountain Hills, AZ",city,678
d2ddff69682ae534,Montana,"Montana, USA",admin,675
1c73ebb264e145ee,Louisiana,"Louisiana, USA",admin,663
71d65c0e6d94efab,New Mexico,"New Mexico, USA",admin,660
80eb17ffe368fc9a,Huntington Beach,"Huntington Beach, CA",city,650
3ad0f706b3fa62a8,Palo Alto,"Palo Alto, CA",city,647
db6cee8d55fe4a29,Nashua,"Nashua, NH",city,645
d98e7ce217ade2c5,Stockton,"Stockton, CA",city,642
4265ece9285a2872,Palm Springs,"Palm Springs, CA",city,633
138181506c13418e,Syracuse,"Syracuse, NY",city,623
d1cd39353c51904d,Boca Raton,"Boca Raton, FL",city,623
488da0de4c92ac8e,Plano,"Plano, TX",city,609
795003fb11ee9829,New Haven,"New Haven, CT",city,606
92220986b9dfd67d,Birmingham,"Birmingham, AL",city,605
7b93be1d864cedbb,Providence,"Providence, RI",city,604
8193d87541f11dfb,Cambridge,"Cambridge, MA",city,593
a6c257c61f294ec1,Greensboro,"Greensboro, NC",city,587
a81f9ed24c15d6af,Grand Rapids,"Grand Rapids, MI",city,583
24a53a1880093fa9,Winston-Salem,"Winston-Salem, NC",city,578
006b48995ede9bcc,Gilbert,"Gilbert, AZ",city,578
d049033410e9e81b,Mobile,"Mobile, AL",city,578
ef975175b1003544,Overland Park,"Overland Park, KS",city,576
fd70c22040963ac7,Boulder,"Boulder, CO",city,574
413ef5a0d23bfe4f,Kalamazoo,"Kalamazoo, MI",city,570
e2f1b549a3c91df8,Bellview,"Bellview, FL",city,567
009d3c3d41dbb00e,Enterprise,"Enterprise, NV",city,567
7a863bb88e5bb33c,Anchorage,"Anchorage, AK",city,559
005e3661711a29a9,Boynton Beach,"Boynton Beach, FL",city,555
d1871b0189c27a21,Warwick,"Warwick, RI",city,553
7068dd9474ab6973,Toledo,"Toledo, OH",city,552
dce44ec49eb788f5,Irving,"Irving, TX",city,549
9f4583bf6dae13c4,Springfield,"Springfield, MA",city,544
4723507d8ce23a60,Idaho,"Idaho, USA",admin,541
01c77c227d4ab0d5,North Las Vegas,"North Las Vegas, NV",city,537
6b55df049258bade,Mission Viejo,"Mission Viejo, CA",city,529
28db2dbc4240f0b2,Worcester,"Worcester, MA",city,528
0c2e6999105f8070,Anaheim,"Anaheim, CA",city,527
00ca00906ca4c6d4,Bensalem,"Bensalem, PA",city,525
073e7d410cd0c8fa,Merkel,"Merkel, TX",city,525
01241e9666cacdd2,Eugene,"Eugene, OR",city,523
5a16f6443a850916,Vancouver,"Vancouver, WA",city,523
c1eb584e4c62b91f,Cutler,"Cutler, FL",city,517
4de072969805ac41,West Palm Beach,"West Palm Beach, FL",city,515
a3d770a00f15bcb1,Corpus Christi,"Corpus Christi, TX",city,515
01f9c9fd7bb1aa6b,Athens,"Athens, GA",city,512
50df1c2f85d2654d,Vacaville,"Vacaville, CA",city,506
7dda05213481260c,Gainesville,"Gainesville, FL",city,503
10de09f288b1665c,Pasadena,"Pasadena, CA",city,499
b077585758242faa,Sandy Springs,"Sandy Springs, GA",city,496
76c1bb41d3de7ff1,Huntsville,"Huntsville, AL",city,495
00c3e46c3d0cac08,Frisco,"Frisco, TX",city,494
1994142e26ba7127,Davis,"Davis, CA",city,494
ac9b9070f6d17a9a,Nebraska,"Nebraska, USA",admin,494
29aaa88d9fe74b50,Erie,"Erie, PA",city,493
fa3435044b52ecc7,Newark,"Newark, NJ",city,489
27de1a6e27075587,Norman,"Norman, OK",city,489
7c01d867b8e8c494,Garland,"Garland, TX",city,488
2bc7c264a080898b,Hollywood,"Hollywood, FL",city,486
7f061ded71fdc974,Montgomery,"Montgomery, AL",city,485
23ebe811ea93fd41,Chapel Hill,"Chapel Hill, NC",city,477
6a83705c6ef0b6b0,Potomac,"Potomac, MD",city,476
f9c0877820b7848a,Santa Clarita,"Santa Clarita, CA",city,473
01d4e349481265e8,Carlsbad,"Carlsbad, CA",city,469
0509a6acb3d27ec4,Thousand Oaks,"Thousand Oaks, CA",city,468
34b5e468ea4e8110,Portland,"Portland, ME",city,461
28ace6b8d6dbc3af,Chula Vista,"Chula Vista, CA",city,460
8c88f07c8666389d,Rockville,"Rockville, MD",city,459
38109314e8d0ee2f,Roseville,"Roseville, CA",city,456
b87b05856ab8dbd8,Yonkers,"Yonkers, NY",city,455
9aa25269f04766ab,Vermont,"Vermont, USA",admin,455
ad815dfe8c34a012,Evansville,"Evansville, IN",city,454
7b179e1b1fdd80d0,Concord,"Concord, NH",city,452
5c9d123437711a9d,Jackson,"Jackson, MS",city,447
2dbbd1540f814343,Tacoma,"Tacoma, WA",city,447
2f97b9acb13ca665,Costa Mesa,"Costa Mesa, CA",city,447
864ff125241f172f,Bethesda,"Bethesda, MD",city,438
3877d6c867447819,Fort Wayne,"Fort Wayne, IN",city,436
fef01a8cb0eacb64,Akron,"Akron, OH",city,427
ec212eb1116b92e2,Reston,"Reston, VA",city,424
1879ace9e02ace61,Utah,"Utah, USA",admin,421
dc234665a759a05d,McLean,"McLean, VA",city,421
5280739904d0ef48,The Woodlands,"The Woodlands, TX",city,421
6ba08e404aed471f,Riverside,"Riverside, CA",city,418
91eb113282d003a1,Lansing,"Lansing, MI",city,418
f78d4624824e87d8,Wyndham,"Wyndham, VA",city,415
832feeba7eb96a20,Casas Adobes,"Casas Adobes, AZ",city,414
5c6bd208d7ddf9f6,Cary,"Cary, NC",city,412
0fc6568d145d84ac,Lakewood,"Lakewood, CA",city,412
375aa1ab4abd79b1,Olympia,"Olympia, WA",city,408
531a6942bb8056b9,Charlottesville,"Charlottesville, VA",city,398
8eb7d0abedc4817b,Greenville,"Greenville, SC",city,396
00221a12113d93c6,Shakopee,"Shakopee, MN",city,395
3a22597bb94d08bd,Tuscaloosa,"Tuscaloosa, AL",city,391
b4fa2987bd7d8a3c,Laramie,"Laramie, WY",city,388
9dafd05b1158873b,Hawaii,"Hawaii, USA",admin,382
00e9226863a6e5a4,Savannah,"Savannah, GA",city,381
c1e1a49e92ce1ba0,Torrance,"Torrance, CA",city,377
f95ca607d76de8c6,San Marcos,"San Marcos, TX",city,375
0562e9e53cddf6ec,Santa Ana,"Santa Ana, CA",city,375
00a4bbcc0dcd7572,College Station,"College Station, TX",city,373
20ba6fb3b1ee82da,Orange,"Orange, CA",city,373
d6794586b08b7f9c,Ames,"Ames, IA",city,373
97e336e1e3ed9e1e,Inglewood,"Inglewood, CA",city,373
008338532a26abed,Bradenton,"Bradenton, FL",city,371
35f9d631a3650f85,Poinciana,"Poinciana, FL",city,369
9f23cc99c0ba48db,Melville,"Melville, NY",city,366
20a70247c3cbdd23,South Bend,"South Bend, IN",city,364
00836cb90515ddd1,Asheville,"Asheville, NC",city,364
00c6c3cd3e783197,Augusta,"Augusta, GA",city,363
f6ebc676e5cde864,Santa Barbara,"Santa Barbara, CA",city,361
34031d61ef79585f,Davie,"Davie, FL",city,360
ce1765e3abafe93e,Springfield,"Springfield, IL",city,359
62ff27569714ddb3,Edmond,"Edmond, OK",city,355
13eb8d7f6e12a684,St Charles,"St Charles, MO",city,353
11148050237800f2,Port St Lucie,"Port St Lucie, FL",city,351
5c8fea63bc3faa5b,Fargo,"Fargo, ND",city,351
f518107274776950,Mullica Hill,"Mullica Hill, NJ",city,349
01e5198d558fc4d5,Webster,"Webster, NY",city,349
5727d936119423c0,Pembroke Pines,"Pembroke Pines, FL",city,348
bcb210d6cf34438a,Pearland,"Pearland, TX",city,347
2cb954ccdc0dba5f,Dublin,"Dublin, OH",city,347
390600307e9cd236,Bowling Green,"Bowling Green, KY",city,346
778af41ffb719450,Coral Gables,"Coral Gables, FL",city,339
5acc3a887617d093,Sarasota,"Sarasota, FL",city,339
835f1b2948575c51,Topeka,"Topeka, KS",city,338
0113afc024d5e0bc,Wellington,"Wellington, FL",city,337
7dabbf75534f6cee,Amherst,"Amherst, NY",city,336
37bcd9d2fe172622,Mount Pleasant,"Mount Pleasant, SC",city,335
6241025d720c4971,Coral Springs,"Coral Springs, FL",city,334
01e0b1c656c5070f,Iowa City,"Iowa City, IA",city,333
56c9f474a934e9fe,Hoover,"Hoover, AL",city,333
e1e35d357ceefa52,Redondo Beach,"Redondo Beach, CA",city,333
db6c24fcc9e59ba4,Hendersonville,"Hendersonville, TN",city,330
ae845a49091f2727,Somerville,"Somerville, MA",city,327
b76630ca2b2c4158,Newton,"Newton, MA",city,326
45cadd6ef118ec9f,Sunnyvale,"Sunnyvale, CA",city,325
19e2bff2e89dc38e,Murfreesboro,"Murfreesboro, TN",city,324
aa509e938179ea44,Annapolis,"Annapolis, MD",city,323
f77b0bf942a40070,Denton,"Denton, TX",city,322
a7d01af090772d13,Londontowne,"Londontowne, MD",city,321
dbd1411661903bb0,Framingham,"Framingham, MA",city,320
cc631a80adacd459,Franklin,"Franklin, TN",city,320
7291a25672e0d4b1,Redmond,"Redmond, WA",city,319
053ab8e6678199ed,Doral,"Doral, FL",city,317
2c6666cb9436b81b,Vista,"Vista, CA",city,317
f515486276aa6192,Las Cruces,"Las Cruces, NM",city,313
125129e27a3e66ca,Bettendorf,"Bettendorf, IA",city,312
711c63250a2df503,Fort Myers,"Fort Myers, FL",city,309
6d032cd232fb02d5,McAllen,"McAllen, TX",city,309
fa8f8f24dc772cc0,Pompano Beach,"Pompano Beach, FL",city,309
dfb4df427ea8a2d6,East Point,"East Point, GA",city,308
1cf657005480e70e,Oceanside,"Oceanside, CA",city,307
18df13e4a5a670b5,North Charleston,"North Charleston, SC",city,307
9979d3480f2d1e45,Palm Bay,"Palm Bay, FL",city,307
b4a0e9082dcc8436,Delray Beach,"Delray Beach, FL",city,306
62619a76134ad05e,Duluth,"Duluth, MN",city,306
df4875cc2df893ed,Bellevue,"Bellevue, WA",city,305
8a79915b095901ec,Robinson Township,"Robinson Township, PA",city,305
a96f188f5de647b5,Renton,"Renton, WA",city,304
13f1b1eadfb47f9b,Brookline,"Brookline, MA",city,303
009243ac50ad0f26,West Sacramento,"West Sacramento, CA",city,301
fbd1502e5edce6bf,Cape Coral,"Cape Coral, FL",city,297
dfae4bdb9055f07e,Okemos,"Okemos, MI",city,295
276336654aa4f87a,Lafayette,"Lafayette, LA",city,294
d3f378f122d4f4a7,Cheektowaga,"Cheektowaga, NY",city,294
b2e4e65d7b80d2c1,Fort Collins,"Fort Collins, CO",city,294
a35b62af9d82aa08,Walnut Creek,"Walnut Creek, CA",city,293
5a51ae834390a143,Catalina Foothills,"Catalina Foothills, AZ",city,293
36ac79e68ace76e4,Rancho Cucamonga,"Rancho Cucamonga, CA",city,292
ad4876a662119b74,Pleasanton,"Pleasanton, CA",city,292
a75bc1fb166cd594,Culver City,"Culver City, CA",city,289
7a41192a2879ee24,Sugar Land,"Sugar Land, TX",city,288
7549d63cc5e68de9,Kihei,"Kihei, HI",city,288
1df98ab7679917e7,Ventura,"Ventura, CA",city,287
96ddfc4bf2f1a80c,West Orange,"West Orange, NJ",city,287
ac31053cb03c56b2,Towson,"Towson, MD",city,287
1cfa9ac27a1e93bd,Norwalk,"Norwalk, CT",city,285
59381e983a8a5770,Warren,"Warren, MI",city,284
807584e8539d2a7e,Bozeman,"Bozeman, MT",city,282
7f0e166849448f1d,Kailua,"Kailua, HI",city,282
61c225139f635563,Hartford,"Hartford, CT",city,278
a3c0ae863771d69e,Oxnard,"Oxnard, CA",city,275
fedbd9fc207aae2a,San Bernardino,"San Bernardino, CA",city,273
002b06ee2655168a,San Tan Valley,"San Tan Valley, AZ",city,273
01a8449166560a52,Annapolis Neck,"Annapolis Neck, MD",city,272
a409256339a7c6a1,Redwood City,"Redwood City, CA",city,271
f3665f19993977ca,Broken Arrow,"Broken Arrow, OK",city,271
5ecbd073f39c00fa,Hayward,"Hayward, CA",city,271
fedb5ad42e4b046a,Lakewood,"Lakewood, WA",city,270
be925761a3187f65,Greenacres,"Greenacres, FL",city,270
d06e595eb3733f42,South Dakota,"South Dakota, USA",admin,270
f95304ef80fecc3f,Temecula,"Temecula, CA",city,268
743df94d8dcb69a6,Metairie,"Metairie, LA",city,267
727398bc2ac5620b,West Columbia,"West Columbia, SC",city,266
011b3d245e51de7a,Los Osos,"Los Osos, CA",city,266
352cf4e7314da0b4,Grapevine,"Grapevine, TX",city,264
d1280141e5f979cf,Mountlake Terrace,"Mountlake Terrace, WA",city,264
0138153149b79c7f,Flint,"Flint, MI",city,263
662aa8db4557a744,Billings,"Billings, MT",city,262
4ec71fc3f2579572,Shreveport,"Shreveport, LA",city,262
7b5667de9caf1b92,Vallejo,"Vallejo, CA",city,261
2feb76248fd9c581,Fullerton,"Fullerton, CA",city,261
e06ed4324b139bf2,Cedar Rapids,"Cedar Rapids, IA",city,261
c3a90b8ce84f216e,Carrboro,"Carrboro, NC",city,260
01ce73922fe260b2,Pleasant Prairie,"Pleasant Prairie, WI",city,260
b82fa51f6957a1eb,El Cajon,"El Cajon, CA",city,259
ef28da43cdf17b3f,Laguna Niguel,"Laguna Niguel, CA",city,258
8004d2bebcc13e8c,Concord,"Concord, CA",city,257
eca35cbd75f0a1e6,Carmel,"Carmel, IN",city,255
9458d33c93e47ce4,Novi,"Novi, MI",city,254
5e6cc87c609e3a59,Manchester,"Manchester, NH",city,254
9ea56e2dd549b99e,Port Charlotte,"Port Charlotte, FL",city,254
5b8df26e6d0be60b,Smyrna,"Smyrna, GA",city,252
0ce4c27ce26030aa,Newport Beach,"Newport Beach, CA",city,252
01bd241973160cac,Hillsboro,"Hillsboro, OR",city,252
1276a44d783a529d,Manhattan,"Manhattan, KS",city,252
0b8f86488a6ebab7,Germantown,"Germantown, MD",city,250
8b351eeb91372dc7,Evanston,"Evanston, IL",city,248
e40595796da14879,Altamonte Springs,"Altamonte Springs, FL",city,247
015e664c48444066,Milford,"Milford, CT",city,247
648f332371670aae,Green Bay,"Green Bay, WI",city,247
b19a2cc5134b7e0a,Mountain View,"Mountain View, CA",city,247
fa37e818b629e4ea,Salinas,"Salinas, CA",city,246
00c26afc77ee7aaa,Brookhaven,"Brookhaven, GA",city,246
44453d2ae8e47fd5,Mount Vernon,"Mount Vernon, NY",city,246
3e711c16431907f4,Lynn,"Lynn, MA",city,246
00ebe84c07a75e81,Westerville,"Westerville, OH",city,245
e54569d90c7032c0,Largo,"Largo, FL",city,244
4dad272dba156a02,Annandale,"Annandale, VA",city,244
cfcf6b96b61e7b11,Allentown,"Allentown, PA",city,244
0e3c02bf3a8013b6,Indian Hills,"Indian Hills, NV",city,244
07ff830817b8e718,Mesquite,"Mesquite, TX",city,244
4b58830723ec6371,Santa Clara,"Santa Clara, CA",city,243
7af0fb6f137530df,North Decatur,"North Decatur, GA",city,242
741e9df4d2522275,Beverly Hills,"Beverly Hills, CA",city,242
840f120ae56c1da7,Napa,"Napa, CA",city,241
7eeed20da9c42064,McKinney,"McKinney, TX",city,241
00427d4a5c4a1fc3,Missoula,"Missoula, MT",city,240
e60ab9aacc0e96af,Monroe,"Monroe, LA",city,240
fdbee5cdec8043ac,Flagstaff,"Flagstaff, AZ",city,240
11a2c1d62d4084d1,Macon,"Macon, GA",city,239
2335250557ea3fb4,Champaign,"Champaign, IL",city,239
e229de11a7eb6823,Marietta,"Marietta, GA",city,239
01205ca7701fe20e,Fairfield,"Fairfield, CT",city,238
c4dab45ef7581417,Glen Ridge,"Glen Ridge, NJ",city,236
4185eba3c7183f0b,Johnson City,"Johnson City, TN",city,236
c8b021ffd0c94ffc,Oak Park,"Oak Park, IL",city,234
71f2805dd75bc147,Charleston,"Charleston, WV",city,233
014af7545dd54df8,Turnersville,"Turnersville, NJ",city,233
00975c9578f9e109,Johns Creek,"Johns Creek, GA",city,233
005151f517b0d4f1,Lakeland Heights,"Lakeland Heights, TX",city,230
fbb3d1e41acab043,Casa Grande,"Casa Grande, AZ",city,230
4769ebcaeee50421,Burke,"Burke, VA",city,230
8af346f16e955392,Union City,"Union City, CA",city,230
00405a3e1ca6a800,Suffield,"Suffield, CT",city,230
9b46dccb3cfb880c,Kendall,"Kendall, FL",city,229
888482aa70a3bc61,Lakewood,"Lakewood, OH",city,229
31cb4c01e22bc01d,Pikesville,"Pikesville, MD",city,229
988bfa67502cf995,Bella Vista,"Bella Vista, AR",city,228
ec3b8b62828d8f6a,Frederick,"Frederick, MD",city,228
00d1c94455339375,Greece,"Greece, NY",city,227
3134f9d2892d2685,Hawthorne,"Hawthorne, CA",city,227
5ca2cc5afa0894df,Miramar,"Miramar, FL",city,226
f7eb2fa2fea288b1,Lakewood,"Lakewood, CO",city,226
07179f4fe0500a32,Alaska,"Alaska, USA",admin,226
52a0517c2183cf22,Amarillo,"Amarillo, TX",city,225
e41805d7248dbf1e,Modesto,"Modesto, CA",city,225
d6539f049c4d05e8,Lowell,"Lowell, MA",city,224
8d742fb555fbff21,Dayton,"Dayton, OH",city,223
b90f2a335f8565c0,Arden-Arcade,"Arden-Arcade, CA",city,223
6f36fc2e52870eee,Newport News,"Newport News, VA",city,223
0e0b9a037618a313,Burr Ridge,"Burr Ridge, IL",city,223
5a1f85290e8bd413,Key West,"Key West, FL",city,223
000e96b4e9f8503f,Alameda,"Alameda, CA",city,222
72ac303c0e608f71,St George,"St George, UT",city,222
676d5bedd73ca2ec,Summerville,"Summerville, SC",city,222
369842624da7239c,Bowie,"Bowie, MD",city,221
6d91b7c06b86638b,Lee's Summit,"Lee's Summit, MO",city,221
e9143a85705b4d40,Hoboken,"Hoboken, NJ",city,221
01b828da4311466f,Croton-on-Hudson,"Croton-on-Hudson, NY",city,220
9c1c0a45346f5837,Davenport,"Davenport, IA",city,220
dc4ad595a56393ac,Bloomfield,"Bloomfield, NJ",city,219
60edfde178b362ff,Portsmouth,"Portsmouth, VA",city,218
3227bcceb76b6a37,Naperville,"Naperville, IL",city,218
515586774402eacb,Ellicott City,"Ellicott City, MD",city,217
3cf05613c1dd6dbd,Vero Beach,"Vero Beach, FL",city,217
0078551d41f411af,Pasco,"Pasco, FL",city,215
5a9de3ff3fdd849d,Santa Rosa,"Santa Rosa, CA",city,215
d3c4d514e13810f3,North Bethesda,"North Bethesda, MD",city,214
981989c5b11d5119,Visalia,"Visalia, CA",city,213
4548df3d99bb4891,Fayetteville,"Fayetteville, NC",city,213
7d893ca2441b0c21,North Dakota,"North Dakota, USA",admin,212
11cdb607ab2f17bb,New Rochelle,"New Rochelle, NY",city,211
e0c5378910ca41e0,Beaverton,"Beaverton, OR",city,211
7df9a00dcf914d5e,Plantation,"Plantation, FL",city,211
